sentence,label,label_source
do summary memo by Friday,deadline,synthetic
Please compile the application in in 3 hours.,deadline,synthetic
"ops, please finalize the meeting notes before in 10 days.",deadline,synthetic
Don't forget to return the article on or before in 6 hours.,deadline,synthetic
make timesheet by 7pm,deadline,synthetic
When is the analysis due? (Preferably in 365 days),deadline,synthetic
- Finish the timesheet due on 7pm,deadline,synthetic
Produce test plan due by in 6 hours.,deadline,synthetic
Don't forget to finish the slides before March 3.,deadline,synthetic
Needs to be due by Tuesday: report.,deadline,synthetic
ETA: analysis required by Tuesday at 4pm.,deadline,synthetic
"finish test plan by June 5, 2026 at 4pm if you can.",deadline,synthetic
please turn in the invoice in in 48 hours.,deadline,synthetic
Hand in draft before September 19.,deadline,synthetic
project plan by Tuesday at noon,deadline,synthetic
due: analysis in 24 hours,deadline,synthetic
Target: report due by this Tuesday.,deadline,synthetic
due: design doc June 9,deadline,synthetic
"Compile the contract due on June 4, 2026 at 11:59pm.",deadline,synthetic
Implement report due by by end of month - Thanks!,deadline,synthetic
Finalize the evaluation within Friday at 11am.,deadline,synthetic
"HR, please return the minutes due on this Thursday, please.",deadline,synthetic
"Resolve the form in December 21, 2026 at 2pm.",deadline,synthetic
finish dataset by asap.,deadline,synthetic
deadline for: project plan in 14 days.,deadline,synthetic
"Provide contract due by Saturday at 10am - Best,.",deadline,synthetic
finish presentation by 4pm,deadline,synthetic
"Implement meeting notes deadline Friday - Thanks,",deadline,synthetic
Upload summary memo on or before 2pm.,deadline,synthetic
Needs to be due in 48 hours: article.,deadline,synthetic
Due in 48 hours at 10am: form.,deadline,synthetic
* timesheet - due in 5 seconds,deadline,synthetic
"documentation due June 21, 2026 by 8pm to meet the deadline.",deadline,synthetic
* article - due September 6,deadline,synthetic
due: project plan 9am,deadline,synthetic
Documentation should be deadline in 14 days.,deadline,synthetic
"presentation by August 6, 2026 at 11:59pm",deadline,synthetic
Return the evaluation — deadline for 11:59pm.,deadline,synthetic
"Due March 28: design doc, so we can proceed.",deadline,synthetic
Can we have the form due on March 25? if possible.,deadline,synthetic
Summary should be expected by February 28 at 11am.,deadline,synthetic
due: timesheet in 3 days,deadline,synthetic
Don't forget to upload the form deadline for in 120 hours.,deadline,synthetic
"invoice - due march 3, 2026.",deadline,synthetic
Please complete the meeting notes in Wednesday at 1pm.,deadline,synthetic
Is the analysis due in 6 months?,deadline,synthetic
share the summary deadline 6pm.,deadline,synthetic
create draft before in 5 days,deadline,synthetic
"- report - due January 17, 2026 at 3pm",deadline,synthetic
needs to be no later than july 16: timesheet.,deadline,synthetic
Hand in the application in in 90 days.,deadline,synthetic
ETA: analysis no later than this Thursday.,deadline,synthetic
"Please make sure to implement the proposal on or before July 25, if you can.",deadline,synthetic
Reminder: proposal deadline in 90 days.,deadline,synthetic
schedule - due February 24,deadline,synthetic
create summary before in 300 days,deadline,synthetic
do expense report by next Friday,deadline,synthetic
"ops, please prepare the dataset no later than in 60 days. - Ruthik",deadline,synthetic
Please turn in the budget no later than by EOD.,deadline,synthetic
ETA: draft before 4pm.,deadline,synthetic
due: proposal October 27 by 9am,deadline,synthetic
no later than: invoice in 12 hours.,deadline,synthetic
Compile the draft expected by July 3.,deadline,synthetic
Please send the report deadline May 22 at 1pm.,deadline,synthetic
ops: Post the budget deadline for Friday at 1pm.,deadline,synthetic
Produce the expense report in Saturday at 5pm.,deadline,synthetic
Make sure the dataset is due by August 15 at 5pm.,deadline,synthetic
- budget - due Sunday,deadline,synthetic
"Test plan — finish in November 26, 2026.",deadline,synthetic
timesheet - due in 6 months,deadline,synthetic
Make sure the code fix is until in 14 days.,deadline,synthetic
finish test plan by this Wednesday,deadline,synthetic
Submit the invoice — by 1pm.,deadline,synthetic
send the design doc deadline monday.,deadline,synthetic
• research notes - due next Saturday,deadline,synthetic
needs to be on or before 11:59pm: assignment.,deadline,synthetic
finish meeting notes by September 14 at 10am,deadline,synthetic
"before: assignment December 27, 2026.",deadline,synthetic
"Can you complete the invoice due on January 21, 2026?",deadline,synthetic
deadline for: summary memo in 4 hours.,deadline,synthetic
ETA: release notes deadline for in 240 hours.,deadline,synthetic
do test plan by February 9,deadline,synthetic
When is the test plan due? (Preferably 11am),deadline,synthetic
"Post proposal within May 5, 2026 by 4pm, asap.",deadline,synthetic
ETA: contract due on 3pm.,deadline,synthetic
* presentation - due in 365 days,deadline,synthetic
"• application - due July 25, 2026 at noon",deadline,synthetic
Needs to be before in 2 hours: summary.,deadline,synthetic
finance: Return the evaluation due on in 2 weeks.,deadline,synthetic
draft - due 11am,deadline,synthetic
"deadline: budget March 18, 2026 at 11:59pm.",deadline,synthetic
• Finalize the summary by by the end of the week,deadline,synthetic
"do code fix by in 5 seconds at 4pm, asap.",deadline,synthetic
due: summary memo 8pm,deadline,synthetic
"due: contract August 8, 2026",deadline,synthetic
• documentation - due September 21 at 11:59pm,deadline,synthetic
Upload evaluation within by COB.,deadline,synthetic
please provide the research notes in 6pm.,deadline,synthetic
"Documentation - due Wednesday at 2pm, to meet the deadline.",deadline,synthetic
"HR, please deliver the form deadline for in 2 seconds.",deadline,synthetic
• budget - due in 10 days,deadline,synthetic
"finance, please share the design doc until Thursday at 5pm.",deadline,synthetic
do expense report by Thursday at 4pm,deadline,synthetic
Implement the timesheet until February 14.,deadline,synthetic
Make sure the article is on or before Tuesday at 3pm.,deadline,synthetic
Can we have the documentation deadline 11am?,deadline,synthetic
• budget - due this Sunday at 1pm.,deadline,synthetic
finish summary memo by next Thursday,deadline,synthetic
"Please make sure to turn in the minutes deadline in 2 weeks, to meet the deadline.",deadline,synthetic
Test plan should be before December 15.,deadline,synthetic
Please produce the contract in next Friday.,deadline,synthetic
finish expense report by December 8,deadline,synthetic
please send the article in 2pm.,deadline,synthetic
Email evaluation within Thursday at 7pm.,deadline,synthetic
"Share project plan no later than next Monday - Thanks,",deadline,synthetic
finish presentation by Thursday,deadline,synthetic
"Finish design doc within Friday, asap.",deadline,synthetic
Proposal - due March 26 at 10am.,deadline,synthetic
upload contract by Wednesday.,deadline,synthetic
do article by Friday at 5pm,deadline,synthetic
Test plan needs to be required by 11:59pm.,deadline,synthetic
"due: contract September 28, 2026 by 4pm",deadline,synthetic
* budget - due in 120 hours.,deadline,synthetic
• test plan - due this Monday at 11am,deadline,synthetic
Make sure to email the budget within one hour max.,deadline,synthetic
Can you deliver the article required by June 2?,deadline,synthetic
Ensure the timesheet is deadline Monday at 9am.,deadline,synthetic
email documentation by next Thursday.,deadline,synthetic
Can you provide the project plan no later than November 8?,deadline,synthetic
Can we have the evaluation due by in 10 days?,deadline,synthetic
"Application should be deadline December 3, — thanks",deadline,synthetic
"Deliver the timesheet in March 24, for the review.",deadline,synthetic
due: article Monday,deadline,synthetic
Code fix deadline for May 26 at 1pm.,deadline,synthetic
Design doc — required by this Friday.,deadline,synthetic
due: summary 7pm,deadline,synthetic
Produce the dataset due by February 8 at 11am.,deadline,synthetic
Can you deliver the expense report due on Friday at 1pm?,deadline,synthetic
• minutes - due right away - Tarun,deadline,synthetic
• proposal - due next Saturday,deadline,synthetic
Hand in the proposal in Tuesday at 4pm.,deadline,synthetic
Can we have the meeting notes required by May 14 at 1pm?,deadline,synthetic
due: documentation May 20 at noon,deadline,synthetic
Target: contract until in 2 hours at 11am.,deadline,synthetic
eta: documentation deadline for in 300 days.,deadline,synthetic
"• Hand in the summary due on April 8 at noon by then, please.",deadline,synthetic
create slides before in 8 hours at 8pm,deadline,synthetic
Don't forget to complete the release notes due on 3pm.,deadline,synthetic
do expense report by Thursday,deadline,synthetic
"Kindly compile the meeting notes due September 24, 2026, if you can, to meet the deadline.",deadline,synthetic
- analysis - due July 16 by 3pm,deadline,synthetic
Minutes — no later than in 4 hours.,deadline,synthetic
Meeting notes should be deadline for next Sunday.,deadline,synthetic
Reminder: presentation before in 10 days.,deadline,synthetic
due: article Monday at 10am,deadline,synthetic
• hand in the assignment due on february 3 at 9am,deadline,synthetic
due: documentation in 2 days,deadline,synthetic
Don't forget to send the analysis due by in 120 hours.,deadline,synthetic
ETA: research notes before this Thursday.,deadline,synthetic
- slides - due this Saturday,deadline,synthetic
Make sure the code fix is deadline for in 2 weeks.,deadline,synthetic
Prepare project plan — due in 3 weeks,deadline,synthetic
Needs to be due February 14 by 10am: summary memo.,deadline,synthetic
Compile the dataset in this Tuesday.,deadline,synthetic
"Make sure to complete the draft within August 11, 2026.",deadline,synthetic
Ensure the minutes is due Monday at 11am.,deadline,synthetic
* Complete the summary on or before in 6 hours,deadline,synthetic
Share the timesheet within noon.,deadline,synthetic
Test plan - due Thursday at 11:59pm.,deadline,synthetic
finish design doc by this Sunday,deadline,synthetic
* Finish the release notes until August 6 to meet the deadline.,deadline,synthetic
Share the minutes due by in 4 weeks.,deadline,synthetic
"Finalize the documentation — no later than September 14, 2026.",deadline,synthetic
"make design doc by April 1, 2026 — thanks",deadline,synthetic
"due: timesheet January 25, 2026",deadline,synthetic
