sentence_orig,sentence,label,label_source,has_signoff
eta: presentation due by end of month.,eta: presentation due by end of month,deadline,synthetic,0
Slides due Friday at 7pm.,slides due friday at 7pm,deadline,synthetic,0
"Upload dataset deadline August 3, 2026 - - Tarun","upload dataset deadline august 3, 2026 - - tarun",deadline,synthetic,0
Make sure the budget is until in 14 days.,make sure the budget is until in 14 days,deadline,synthetic,0
• Provide the slides no later than 5pm,provide the slides no later than 5pm,deadline,synthetic,0
Submit design doc — due by the end of the quarter,submit design doc — due by the end of the quarter,deadline,synthetic,0
• Return the report before December 23,return the report before december 23,deadline,synthetic,0
presentation - due Thursday at 7pm,presentation - due thursday at 7pm,deadline,synthetic,0
finish test plan by this Monday,finish test plan by this monday,deadline,synthetic,0
"release notes by November 12, 2026","release notes by november 12, 2026",deadline,synthetic,0
"Submit documentation due in 3 months - Regards,.",submit documentation due in 3 months - regards,deadline,synthetic,0
Can you implement the contract no later than Thursday? - Team,can you implement the contract no later than thursday? - team,deadline,synthetic,0
* evaluation - due Monday at 8pm,evaluation - due monday at 8pm,deadline,synthetic,0
"Submit expense report before 11am - Regards,",submit expense report before 11am,deadline,synthetic,1
"Kindly upload the project plan due by in 14 days, please.","kindly upload the project plan due by in 14 days, please",deadline,synthetic,0
Minutes — deliver in December 7 by 7pm.,minutes — deliver in december 7 by 7pm,deadline,synthetic,0
Return meeting notes within next Sunday at 2pm.,return meeting notes within next sunday at 2pm,deadline,synthetic,0
"due: article October 20, 2026 by 11:59pm","due: article october 20, 2026 by 11:59pm",deadline,synthetic,0
"HR, please email the summary deadline Saturday at 6pm.","hr, please email the summary deadline saturday at 6pm",deadline,synthetic,0
Can you upload the meeting notes due by next week?,can you upload the meeting notes due by next week,deadline,synthetic,0
"Kindly finish the report by 11am, please, please.","kindly finish the report by 11am, please, please",deadline,synthetic,0
Produce the analysis required by 5pm.,produce the analysis required by 5pm,deadline,synthetic,0
application due by end of month.,application due by end of month,deadline,synthetic,0
- Finalize the form until Sunday at 3pm,finalize the form until sunday at 3pm,deadline,synthetic,0
complete application by January 4.,complete application by january 4,deadline,synthetic,0
Prepare schedule within April 17 by 5pm.,prepare schedule within april 17 by 5pm,deadline,synthetic,0
Research notes should be before February 7 at 11am.,research notes should be before february 7 at 11am,deadline,synthetic,0
provide summary by Monday at 5pm.,provide summary by monday at 5pm,deadline,synthetic,0
Please email the presentation before April 27.,please email the presentation before april 27,deadline,synthetic,0
Produce the dataset until next Tuesday.,produce the dataset until next tuesday,deadline,synthetic,0
Is the evaluation due Monday at 9am?,is the evaluation due monday at 9am,deadline,synthetic,0
Resolve the slides due Thursday at 9am.,resolve the slides due thursday at 9am,deadline,synthetic,0
- assignment - due by EOD to meet the deadline.,assignment - due by eod to meet the deadline,deadline,synthetic,0
Email the code fix within Sunday at 2pm.,email the code fix within sunday at 2pm,deadline,synthetic,0
Make sure the design doc is required by Wednesday.,make sure the design doc is required by wednesday,deadline,synthetic,0
"* slides - due August 14, 2026","slides - due august 14, 2026",deadline,synthetic,0
Please hand in the minutes deadline for next Friday.,please hand in the minutes deadline for next friday,deadline,synthetic,0
finish minutes by November 21 by 10am,finish minutes by november 21 by 10am,deadline,synthetic,0
• budget - due next Wednesday.,budget - due next wednesday,deadline,synthetic,0
Expense report — resolve in June 6 by 2pm.,expense report — resolve in june 6 by 2pm,deadline,synthetic,0
due: expense report in 6 hours,due: expense report in 6 hours,deadline,synthetic,0
Deliver draft within noon.,deliver draft within noon,deadline,synthetic,0
"Pls provide the proposal due November 27 at 11am,",pls provide the proposal due november 27 at 11am,deadline,synthetic,0
"test plan by September 23, 2026 at 11:59pm.","test plan by september 23, 2026 at 11:59pm",deadline,synthetic,0
* Finalize the release notes due on by the end of the week.,finalize the release notes due on by the end of the week,deadline,synthetic,0
• Implement the expense report due on Sunday.,implement the expense report due on sunday,deadline,synthetic,0
Prepare the evaluation before March 8.,prepare the evaluation before march 8,deadline,synthetic,0
produce the research notes — due this monday.,produce the research notes — due this monday,deadline,synthetic,0
Produce article — due in 240 hours asap.,produce article — due in 240 hours asap,deadline,synthetic,0
Make sure to produce the meeting notes within 5pm at noon.,make sure to produce the meeting notes within 5pm at noon,deadline,synthetic,0
release notes by July 28 at 1pm,release notes by july 28 at 1pm,deadline,synthetic,0
Don't forget to upload the test plan due this Friday.,don't forget to upload the test plan due this friday,deadline,synthetic,0
• release notes - due Friday at 8pm,release notes - due friday at 8pm,deadline,synthetic,0
Due in 7 days: contract.,due in 7 days: contract,deadline,synthetic,0
Email the slides before Tuesday at 8pm.,email the slides before tuesday at 8pm,deadline,synthetic,0
"Application — provide in Friday at 3pm, thanks.",application — provide in friday at 3pm,deadline,synthetic,1
- documentation - due May 12 at 8pm.,documentation - due may 12 at 8pm,deadline,synthetic,0
Please turn in the minutes due by July 1.,please turn in the minutes due by july 1,deadline,synthetic,0
Please share the slides due on next Sunday.,please share the slides due on next sunday,deadline,synthetic,0
"Implement dataset due Thursday - Thanks,",implement dataset due thursday,deadline,synthetic,1
- Produce the schedule deadline 7pm,produce the schedule deadline 7pm,deadline,synthetic,0
"Summary memo due October 7, 2026.","summary memo due october 7, 2026",deadline,synthetic,0
Deliver the invoice due by in 7 days.,deliver the invoice due by in 7 days,deadline,synthetic,0
Provide the summary — deadline for June 6.,provide the summary — deadline for june 6,deadline,synthetic,0
Invoice — hand in in in 90 days.,invoice — hand in in in 90 days,deadline,synthetic,0
* Prepare the meeting notes required by March 14,prepare the meeting notes required by march 14,deadline,synthetic,0
Due in 240 hours: presentation.,due in 240 hours: presentation,deadline,synthetic,0
"Do try to compile the schedule due by October 15, 2026, thanks.","do try to compile the schedule due by october 15, 2026",deadline,synthetic,1
* Produce the test plan required by 5pm,produce the test plan required by 5pm,deadline,synthetic,0
expense report by in 3 days at 5pm,expense report by in 3 days at 5pm,deadline,synthetic,0
Contract - due in 7 days.,contract - due in 7 days,deadline,synthetic,0
Make sure to implement the test plan within now.,make sure to implement the test plan within now,deadline,synthetic,0
Finish the slides due by Sunday at 8pm.,finish the slides due by sunday at 8pm,deadline,synthetic,0
due: meeting notes in 24 hours,due: meeting notes in 24 hours,deadline,synthetic,0
Make sure to turn in the article within Thursday.,make sure to turn in the article within thursday,deadline,synthetic,0
Finish the assignment in December 13.,finish the assignment in december 13,deadline,synthetic,0
* Share the test plan before February 14 at 4pm,share the test plan before february 14 at 4pm,deadline,synthetic,0
Needs to be due on Thursday at 6pm: evaluation.,needs to be due on thursday at 6pm: evaluation,deadline,synthetic,0
"finance, please return the assignment due April 16 by noon, so we can proceed.","finance, please return the assignment due april 16 by noon, so we can proceed",deadline,synthetic,0
"Finish the analysis — expected by August 1, 2026 by noon.","finish the analysis — expected by august 1, 2026 by noon",deadline,synthetic,0
"Please submit the summary memo expected by April 15, 2026, by then, please, for the review.","please submit the summary memo expected by april 15, 2026, by then, please, for the review",deadline,synthetic,0
ETA: application expected by August 22.,eta: application expected by august 22,deadline,synthetic,0
Compile article — due this Friday,compile article — due this friday,deadline,synthetic,0
finish proposal by ASAP - Ruthik,finish proposal by asap - ruthik,deadline,synthetic,0
Test plan — before Monday.,test plan — before monday,deadline,synthetic,0
Make sure the summary is no later than 9am.,make sure the summary is no later than 9am,deadline,synthetic,0
* Implement the proposal on or before in 72 hours,implement the proposal on or before in 72 hours,deadline,synthetic,0
make summary by January 17 at 10am,make summary by january 17 at 10am,deadline,synthetic,0
"Finalize the test plan due December 7, 2026 at 9am.","finalize the test plan due december 7, 2026 at 9am",deadline,synthetic,0
"ops, please submit the test plan no later than in 240 hours.","ops, please submit the test plan no later than in 240 hours",deadline,synthetic,0
"do try to finish the project plan before in 1 day, — thanks",do try to finish the project plan before in 1 day,deadline,synthetic,1
"Assignment — send in Sunday at 1pm, please. Regards,","assignment — send in sunday at 1pm, please",deadline,synthetic,1
* article - due in 10 days,article - due in 10 days,deadline,synthetic,0
finish timesheet by Wednesday at 1pm,finish timesheet by wednesday at 1pm,deadline,synthetic,0
Needs to be on or before next Monday: dataset.,needs to be on or before next monday: dataset,deadline,synthetic,0
